hospital_name,site_name,street,house_number,postcode,city,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments,x,y
SOINS DE LONGUE DUREE DE L'EPSAN BRUMATH,,AVENUE DE STRASBOURG,141,67170,BRUMATH,France,,,,,Etablissement de Soins Longue Durée,public,,388646100,,,06/03/2020,16/04/2020,,4152220,2847230
"HOPITAL DE JOUR HAGUENAU ""LES MARMOUSETS A"" 67 I02 EPSAN",LES MARMOUSETS A,RUE DE L'AQUEDUC,38,67500,HAGUENAU,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388936829,,,06/03/2020,16/04/2020,,4157657,2857541
SOINS DE LONGUE DUREE DU CENTRE HOSPITALIER D'ERSTEIN,,ROUTE DE KRAFFT,13,67152,ERSTEIN,France,,,,,Etablissement de Soins Longue Durée,public,,388642000,,,06/03/2020,16/04/2020,,4149618,2815568
SERVICE MEDICO-PSYCHOLOGIQUE REGIONAL DE STRASBOURG,,RUE ENGELMANN,6,67000,STRASBOURG,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388302313,,,06/03/2020,16/04/2020,,4153430,2830759
HOPITAL DE JOUR POUR PERSONNES AGEES HAGUENAU 67 G03 EPSAN,,RUE COLOME,2,67500,HAGUENAU,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388733340,,,06/03/2020,16/04/2020,,4158422,2858690
CENTRE DE PLANIFICATION FAMILIALE DU CH DE SELESTAT,,AVENUE LOUIS PASTEUR,23,67604,SELESTAT,France,,,,,Centre Hospitalier (C.H.),public,,388575600,,,06/03/2020,16/04/2020,,4130552,2797702
CLINIQUE DE LA TOUSSAINT DU GROUPE HOSPITALIER SAINT-VINCENT,GROUPE HOSPITALIER SAINT-VINCENT,RUE DE LA TOUSSAINT,11,67081,STRASBOURG,France,,,,,Etablissement de Soins Médicaux,private,,388217575,,,06/03/2020,16/04/2020,,4154596,2832937
USLD CLINIQUE DE L'ILL,,RUE DU CHATEAU D'ANGLETERRE,1,67302,SCHILTIGHEIM,France,,,,,Etablissement de Soins Longue Durée,,,388208420,,,06/03/2020,16/04/2020,,4156654,2836806
HOPITAL DE JOUR ERSTEIN 67 G11 CH ERSTEIN,,RUE JEAN-PHILIPPE BAPST,3,67150,ERSTEIN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,388980505,,,06/03/2020,16/04/2020,,4147831,2814750
HOP UNIVERSITAIRES STRASBOURG/HOP CIVIL/CENTRE PLANIFICATION,,AVENUE MOLIERE,1,67000,STRASBOURG,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,388116768,,,06/03/2020,16/04/2020,,4151944,2833893
CLINIQUE SAINT-LUC DU GROUPE HOSPITALIER SAINT- VINCENT,GROUPE HOSPITALIER SAINT-VINCENT,RUE DES FORGES,10,67130,SCHIRMECK,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,388474141,,,06/03/2020,16/04/2020,,4115688,2822687
HUS USLD ROBERTSAU / PAVILLON KUSS & ST FRANCOIS,,RUE DAVID RICHARD,21,67000,STRASBOURG,France,,,,,Etablissement de Soins Longue Durée,public,,388115511,,,06/03/2020,16/04/2020,,4157868,2834466
SOINS DE LONGUE DUREE LE NEUENBERG,,RUE DU PASTEUR HERRMANN,38,67340,INGWILLER,France,,,,,Etablissement de Soins Longue Durée,private,,388717000,,,06/03/2020,16/04/2020,,4136459,2865336
SOINS DE LONGUE DUREE AMRESO BETHEL OBERHAUSBERGEN,,RUE DE LA VICTOIRE,18,67205,OBERHAUSBERGEN,France,,,,,Etablissement de Soins Longue Durée,private,,388561899,,,06/03/2020,16/04/2020,,4150646,2835537
HOPITAL LOCAL DE SIERENTZ,,RUE ROGG HAAS,35,68510,SIERENTZ,France,,,,,Centre Hospitalier (C.H.),public,,389266000,,,06/03/2020,16/04/2020,,4129984,2729709
CENTRE MEDICAL LE SCHIMMEL,,,,68290,MASEVAUX NIEDERBRUCK,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389377802,,,06/03/2020,16/04/2020,,4095617,2744478
HOPITAL DE CERNAY,,RUE GEORGES RISLER,7,68700,CERNAY,France,,,,,Centre Hospitalier (C.H.),public,,389385414,,,06/03/2020,16/04/2020,,4109121,2747901
CENTRE DE READAPTATION DE MULHOUSE,,RUE ALBERT CAMUS,57,68093,MULHOUSE,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389324646,,,06/03/2020,16/04/2020,,4118509,2739101
SAINT JEAN CENTRE DE SOINS DE SUITE ET DE READAPTATION,,GRAND RUE,1,68780,SENTHEIM,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389385900,,,06/03/2020,16/04/2020,,4100057,2742408
HOPITAL SAINT-VINCENT,,GRAND RUE,60,68830,ODEREN,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389391900,,,06/03/2020,16/04/2020,,4094811,2759887
CENTRE MEDICAL LALANCE,,,,68460,LUTTERBACH,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389506750,,,06/03/2020,16/04/2020,,4116562,2742211
CENTRE MÉDICAL LUPPACH,,LD LUPPACH,,68480,BOUXWILLER,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389082930,,,06/03/2020,16/04/2020,,4119929,2713975
SSR POLE DE GERONTOLOGIE SAINT DAMIEN,,AVENUE DE LA 1ERE DIVISION BLINDEE,23,68090,MULHOUSE,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389645678,,,06/03/2020,16/04/2020,,4121346,2739169
CLINIQUE DIACONAT FONDERIE,,RUE SAINT-SAUVEUR,1,68054,MULHOUSE,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,389367575,,,06/03/2020,16/04/2020,,4120809,2739977
CLINIQUE DIACONAT ROOSEVELT,,BOULEVARD DU PRESIDENT ROOSEVELT,14,68200,MULHOUSE,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,389325500,,,06/03/2020,16/04/2020,,4120766,2740898
CENTRE HOSPITALIER  SAINT MORAND D'ALTKIRCH,,RUE DU TROISIEME ZOUAVE,23,68134,ALTKIRCH,France,,,,,Centre Hospitalier (C.H.),public,,389083030,,,06/03/2020,16/04/2020,,4114031,2727087
CENTRE HOSPITALIER DE PFASTATT,,RUE HENRI HAEFFELY,1,68120,PFASTATT,France,,,,,Centre Hospitalier (C.H.),public,,389521111,,,06/03/2020,16/04/2020,,4118676,2743025
HOPITAL DE THANN,,RUE SAINT JACQUES,1,68802,THANN,France,,,,,Centre Hospitalier (C.H.),public,,389377101,,,06/03/2020,16/04/2020,,4103496,2748702
HOPITAL DU HASENRAIN,,AVENUE D'ALTKIRCH,87,68051,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389646464,,,06/03/2020,16/04/2020,,4120814,2739390
CENTRE HOSPITALIER LOUIS PASTEUR/HOSPICE CIVIL,,AVENUE DE LA LIBERTE,39,68024,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,389124000,,,06/03/2020,16/04/2020,,4122457,2777330
HOPITAL INTERCOMMUNAL ENSISHEIM NEUF-BRISACH,,RUE COLBERT,7,68190,ENSISHEIM,France,,,,,Centre Hospitalier (C.H.),public,,389811255,,,06/03/2020,16/04/2020,,4122724,2754062
CENTRE HOSPITALIER DE GUEBWILLER,,RUE JEAN SCHLUMBERGER,2,68504,GUEBWILLER,France,,,,,Centre Hospitalier (C.H.),public,,389747800,,,06/03/2020,16/04/2020,,4112766,2758925
HOPITAL INTERCOMMUNAL DU VAL D'ARGENT,,RUE JEAN JACQUES BOCK,17,68160,STE MARIE AUX MINES,France,,,,,Centre Hospitalier (C.H.),public,,389224222,,,06/03/2020,16/04/2020,,4111155,2796427
HOPITAL INTERCOMMUNAL DE SOULTZ ISSENHEIM,,ROUTE DE GUEBWILLER,80,68360,SOULTZ HAUT RHIN,France,,,,,Centre Hospitalier (C.H.),public,,389621710,,,06/03/2020,16/04/2020,,4113485,2756917
HOPITAL LOEWEL DE MUNSTER,,RUE DU MOULIN,6,68140,MUNSTER,France,,,,,Centre Hospitalier (C.H.),public,,389773012,,,06/03/2020,16/04/2020,,4107061,2774155
HOPITAL DE RIBEAUVILLE,,RUE DU CHATEAU,13,68152,RIBEAUVILLE,France,,,,,Centre Hospitalier (C.H.),public,,389735200,,,06/03/2020,16/04/2020,,4121447,2790704
MAISON SAINT JACQUES,,RUE DU MARECHAL LEFEBVRE,2,68250,ROUFFACH,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,389496005,,,06/03/2020,16/04/2020,,4119431,2764104
CENTRE HOSPITALIER DE ROUFFACH,,RUE DU 4EME REG SPAHIS MAROCAIN,27,68250,ROUFFACH,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,389787070,,,06/03/2020,16/04/2020,,4118572,2763371
CLINIQUE DU DIACONAT DE COLMAR,,RUE SANDHERR,18,68025,COLMAR,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,389212223,,,06/03/2020,16/04/2020,,4123194,2776057
HOPITAL ALBERT SCHWEITZER,,AVENUE D'ALSACE,201,68003,COLMAR,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,389212800,,,06/03/2020,16/04/2020,,4124468,2775901
CENTRE DE READAPTATION FONCTIONNELLE LE MUESBERG,,,,68150,AUBURE,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389784600,,,06/03/2020,16/04/2020,,4114274,2791158
"CENTRE MERE ENFANT ""LE PARC""",,RUE DU STAUFFEN,46,68020,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,389124000,,,06/03/2020,16/04/2020,,4122452,2778333
CENTRE MEDICAL SAINTE ANNE JUNGHOLTZ,,RUE DE  THIERENBACH,,68500,JUNGHOLTZ,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389747576,,,06/03/2020,16/04/2020,,4111115,2756188
CENTRE DE SOINS DE SUITE ET DE READAPTATION  M.G.E.N. ASS,,SQUARE MARCEL RIVIERE TROIS EPIS,,68410,AMMERSCHWIHR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389735400,,,06/03/2020,16/04/2020,,4114705,2780209
MAISON D'ACCUEIL DU DIACONAT DE COLMAR,,RUE SANDHERR,18,68025,COLMAR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389212223,,,06/03/2020,16/04/2020,,4123194,2776057
SOINS DE LONGUE DUREE DU CDRS DE COLMAR,,RUE DU STAUFFEN,40,68020,COLMAR,France,,,,,Etablissement de Soins Longue Durée,public,,389804400,,,06/03/2020,16/04/2020,,4122625,2778350
HOPITAL DE JOUR CRF LE MUESBERG SITE DE COLMAR,,RUE BRUAT,1,68000,COLMAR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,389292740,,,06/03/2020,16/04/2020,,4123770,2776932
HOPITAL EMILE MULLER,,RUE DU DR LAENNEC,20,68051,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389646464,,,06/03/2020,16/04/2020,,3360759,2857948
MAISON MEDICALE POUR PERSONNES AGEES - GHRMSA,,RUE DU DR MANGENEY,5,68051,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389646464,,,06/03/2020,16/04/2020,,4121661,2738422
CENTRE POUR PERSONNES AGEES,,RUE DU LOGELBACH,122,68025,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,389124000,,,06/03/2020,16/04/2020,,4122358,2777941
CENTRE THERAPEUTIQUE DE JOUR,HÔPITAL DE JOUR,AVENUE DE ROME,28,68000,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,389125101,,,06/03/2020,16/04/2020,,4121999,2777079
HOPITAL DE JOUR MULHOUSE 68 G07 GHRMSA,,RUE JACQUES PREISS,33,68100,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389463390,,,06/03/2020,16/04/2020,,4120715,2740462
HOPITAL DE JOUR MULHOUSE 68 I03 GHRMSA,,RUE DU JARDIN ZOOLOGIQUE,33,68100,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389647451,,,06/03/2020,16/04/2020,,4122240,2739569
CENTRE THERAPEUTIQUE DE JOUR MULHOUSE 68 I03 GHRMSA,,RUE DU DRUMONT,7,68100,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389647453,,,06/03/2020,16/04/2020,,4121216,2739599
HOPITAL DE JOUR COLMAR 68 G03 CH ROUFFACH,,BOULEVARD DU GENERAL LECLERC,1,68000,COLMAR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4123837,2776926
HOPITAL DE JOUR THANN 68 G05 CH ROUFFACH,,RUE HENRY LEBERT,19,68800,THANN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4104316,2748243
HOPITAL DE JOUR MULHOUSE 68 G09 CH ROUFFACH,,QU D ISLY,7,68100,MULHOUSE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4121375,2740045
HOPITAL DE JOUR CERNAY 68 I02 CH ROUFFACH,,FG DE COLMAR,3,68700,CERNAY,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4109677,2747966
HOPITAL DE JOUR MULHOUSE 68 I02 CH ROUFFACH,,RUE DU RHONE,13,68100,MULHOUSE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4121346,2740046
LONG SEJOUR DE L'HOPITAL INTERCOMMUNAL DE SOULTZ ISSENHEIM,,ROUTE DE GUEBWILLER,80,68360,SOULTZ HAUT RHIN,France,,,,,Etablissement de Soins Longue Durée,public,,389621710,,,06/03/2020,16/04/2020,,4113485,2756917
LONG SEJOUR DE L'HOPITAL DE RIBEAUVILLE,,RUE DU CHATEAU,13,68152,RIBEAUVILLE,France,,,,,Etablissement de Soins Longue Durée,public,,389735200,,,06/03/2020,16/04/2020,,4121447,2790704
UNITÉ DE SOINS DE LONGUE DURÉE DE L'HOPITAL DE CERNAY,,RUE GEORGES RISLER,7,68700,CERNAY,France,,,,,Etablissement de Soins Longue Durée,public,,389385414,,,06/03/2020,16/04/2020,,4109121,2747901
LONG SEJOUR DU CENTRE HOSPITALIER SAINT-MORAND D'ALTKIRCH,,RUE DU TROISIEME ZOUAVE,23,68130,ALTKIRCH,France,,,,,Etablissement de Soins Longue Durée,public,,389083030,,,06/03/2020,16/04/2020,,4114031,2727087
LONG SEJOUR DE LA MAISON MEDICALE POUR PERS. AGEES MULHOUSE,,RUE DU DOCTEUR MANGENEY,5,68051,MULHOUSE,France,,,,,Etablissement de Soins Longue Durée,public,,389646008,,,06/03/2020,16/04/2020,,4121661,2738422
LONG SEJOUR DE L'HOPITAL DU HASENRAIN,,AVENUE D'ALTKIRCH,87,68051,MULHOUSE,France,,,,,Etablissement de Soins Longue Durée,public,,389646464,,,06/03/2020,16/04/2020,,4120814,2739390
HOPITAL DE JOUR MULHOUSE 68 G06 GHRMSA,,RUE DU JURA,2,68100,MULHOUSE,France,,,,,Centre Hospitalier (C.H.),public,,389651522,,,06/03/2020,16/04/2020,,4121577,2739645
LONG SEJOUR DE LA MAISON D'ACCUEIL DU DIACONAT DE COLMAR,,RUE SANDHERR,18,68025,COLMAR,France,,,,,Etablissement de Soins Longue Durée,private,,389804400,,,06/03/2020,16/04/2020,,4123194,2776057
LONG SEJOUR DU POLE DE GERONTOLOGIE SAINT DAMIEN,,AVENUE DE LA 1ERE DIVISION BLINDEE,23,68090,MULHOUSE,France,,,,,Etablissement de Soins Longue Durée,private,,389645678,,,06/03/2020,16/04/2020,,4121346,2739169
HÔPITAL DE JOUR PFASTATT 68 G04 CH ROUFFACH,,RUE HENRI HAEFFELY,1,68120,PFASTATT,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,4118676,2743025
HÔPITAL DE JOUR POUR AUTISTES COLMAR 68 G03 CH ROUFFACH,,RUE CHARLES SANDHERR,13,68000,COLMAR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,389201195,,,06/03/2020,16/04/2020,,4123128,2776093
SDIS HAUT-RHIN,,AVENUE JOSEPH REY,7,68027,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,,,,06/03/2020,16/04/2020,,4124673,2779181
HOPITAL DE JOUR GUEBWILLER 68 G04 ET 68 G05 CH ROUFFACH,,RUE THEODORE DECK,51,68500,GUEBWILLER,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,389747061,,,06/03/2020,16/04/2020,,4112624,2758359
SERVICE PLACEMENT FAMILIAL THERAP 68 G02 ET G03 CH ROUFFACH,,PLACE DU MARCHÉ,11,68140,MUNSTER,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,389774957,,,06/03/2020,16/04/2020,,4107493,2773789
HOPITAL DE JOUR COLMAR 68 I01 HC COLMAR,,PLACE DU CAPITAINE DREYFUS,7,68024,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,389125966,,,06/03/2020,16/04/2020,,4123004,2777105
POLE PUBLIC SAINT-LOUIS - GHRMSA,,RUE SAINT DAMIEN,5,68300,ST LOUIS,France,,,,,Centre Hospitalier (C.H.),public,,,,,06/03/2020,16/04/2020,,4137403,2721899
CENTRE DEPARTEMENTAL DE REPOS ET DE SOINS COLMAR,,RUE DU STAUFFEN,40,68020,COLMAR,France,,,,,Centre Hospitalier (C.H.),public,,389804400,,,06/03/2020,16/04/2020,,4122625,2778350
CRF LE MUESBERG SITE COLMAR,,RUE DU STAUFFEN,40,68020,COLMAR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,,,,06/03/2020,16/04/2020,,4122625,2778350
CENTRE HOSPITALIER MONTGELAS,,AVENUE PROFESSEUR FLEMING,9,69700,GIVORS,France,,,,,Centre Hospitalier (C.H.),public,,478073030,,,06/03/2020,16/04/2020,,3912463,2512883
CENTRE HOSPITALIER DE SAINTE FOY LES LYON,,CHEMIN DE MONTRAY,78,69110,STE FOY LES LYON,France,,,,,Centre Hospitalier (C.H.),public,,826101393,,,06/03/2020,16/04/2020,,3915505,2527439
CENTRE HOSPITALIER DE SAINT SYMPHORIEN SUR COISE,,AVENUE DE LA LIBERATION,257,69590,ST SYMPHORIEN SUR COISE,France,,,,,"Centre hospitalier, ex Hôpital local",public,,478190700,,,06/03/2020,16/04/2020,,3888791,2518515
CENTRE HOSPITALIER DE CONDRIEU,,RUE DE LA PAVIE,10,69420,CONDRIEU,France,,,,,"Centre hospitalier, ex Hôpital local",public,,474595031,,,06/03/2020,16/04/2020,,3911011,2497438
CENTRE HOSPITALIER DE NEUVILLE SUR SAONE,,CHEMIN DE PARENTY,53,69250,NEUVILLE SUR SAONE,France,,,,,"Centre hospitalier, ex Hôpital local",public,,472001035,,,06/03/2020,16/04/2020,,3920764,2542161
CENTRE HOSPITALIER DE SAINT LAURENT DE CHAMOUSSET,,LE  GRAND JARDIN,,69930,ST LAURENT DE CHAMOUSSET,France,,,,,"Centre hospitalier, ex Hôpital local",public,,474016666,,,06/03/2020,16/04/2020,,3890291,2530120
CENTRE HOSPITALIER LE VINATIER,,BOULEVARD PINEL,95,69678,BRON,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,437915555,,,06/03/2020,16/04/2020,,3923717,2528619
CENTRE HOSPITALIER SPECIALISE DE SAINT CYR AU MONT D'OR,,RUE JEAN-BAPTISTE PERRET,,69450,ST CYR AU MONT D OR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,472421919,,,06/03/2020,16/04/2020,,3919509,2536773
HOPITAL DE FOURVIERE,,RUE ROGER RADISSON,8,69322,LYON  05,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,472573000,,,06/03/2020,16/04/2020,,3917895,2530533
CENTRE MEDICAL DE L'ARGENTIERE,,,,69610,AVEIZE,France,,,,,Etablissement de santé privé autorisé en SSR,private,,474264141,,,06/03/2020,16/04/2020,,3890577,2523742
CENTRE MEDICO-CHIRURGICAL READAPTATION LES MASSUES,,RUE EDMOND LOCARD,92,69322,LYON  05,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,472384858,,,06/03/2020,16/04/2020,,3916022,2530515
CENTRE HOSPITALIER NORD OUEST - VILLEFRANCHE,,PLT D'OUILLY,,69400,GLEIZE,France,,,,,Centre Hospitalier (C.H.),public,,474092503,,,06/03/2020,16/04/2020,,3910111,2558017
CENTRE HOSPITALIER DE BELLEVILLE,,RUE PAULIN BUSSIERES CS 60004,,69824,BELLEVILLE,France,,,,,"Centre hospitalier, ex Hôpital local",public,,474065250,,,06/03/2020,16/04/2020,,3914860,2569685
CENTRE HOSPITALIER DE BEAUJEU,,AVENUE DU DOCTEUR GIRAUD,,69430,BEAUJEU,France,,,,,"Centre hospitalier, ex Hôpital local",public,,474695600,,,06/03/2020,16/04/2020,,3902882,2575230
CENTRE HOSPITALIER DE GRANDRIS,,RUE DE L'HOPITAL,,69870,GRANDRIS,France,,,,,Centre Hospitalier (C.H.),public,,474030258,,,06/03/2020,16/04/2020,,3893350,2563446
CENTRE HOSPITALIER DE TARARE,,BOULEVARD GARIBALDI,6,69170,TARARE,France,,,,,Centre Hospitalier (C.H.),public,,474054646,,,06/03/2020,16/04/2020,,3889574,2546723
CENTRE HOSPITALIER DE THIZY,,RUE DE L'HOSPICE,6,69240,THIZY LES BOURGS,France,,,,,"Centre hospitalier, ex Hôpital local",public,,474054444,,,06/03/2020,16/04/2020,,3880442,2563114
CENTRE HOSPITALIER DU MONT D'OR,,CHEMIN NOTRE DAME,6,69250,ALBIGNY SUR SAONE,France,,,,,Centre Hospitalier (C.H.),public,,472081515,,,06/03/2020,16/04/2020,,3919658,2541273
CENTRE LEON BERARD,,RUE LAENNEC,28,69373,LYON  08,France,,,,,Centre de Lutte Contre Cancer,private,,478782828,,,06/03/2020,16/04/2020,,3922266,2528018
CTRE DE RÉADAPT FONCTIONNELLE REVEL,,LE LAYER,,69440,CHABANIERE,France,,,,,Etablissement de santé privé autorisé en SSR,private,,478815757,,,06/03/2020,16/04/2020,,3902603,2511745
CENTRE DE JOUR RUE LEON BOURGEOIS,,RUE LEON BOURGEOIS,,69500,BRON,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,3923875,2526392
USLD HOPITAL DE FOURVIERE,,RUE ROGER RADISSON,10,69005,LYON,France,,,,,Etablissement de Soins Longue Durée,private,,472573000,,,06/03/2020,16/04/2020,,3917869,2530495
UNITE DE SOINS LONGUE DUREE DE BAYERE,,ROUTE DU VIEUX CHATEAU,30,69380,CHARNAY,France,,,,,Etablissement de Soins Longue Durée,private,,472542800,,,06/03/2020,16/04/2020,,3906424,2543970
LONG SEJOUR HCL - FREDERIC DUGOUJON,,RUE PASTEUR,14,69300,CALUIRE ET CUIRE,France,,,,,Etablissement de Soins Longue Durée,public,,472071811,,,06/03/2020,16/04/2020,,3919439,2533203
LONG SEJOUR HCL - CHARPENNES,,RUE GABRIEL PERI,27,69100,VILLEURBANNE,France,,,,,Etablissement de Soins Longue Durée,public,,472432000,,,06/03/2020,16/04/2020,,3921365,2531433
LONG SEJOUR HCL - ANTOINE CHARIAL,,AVENUE DE LA TABLE DE PIERRE,40,69340,FRANCHEVILLE,France,,,,,Etablissement de Soins Longue Durée,public,,472323400,,,06/03/2020,16/04/2020,,3912482,2529372
LONG SEJOUR HCL - PIERRE GARRAUD,,RUE COMMANDANT CHARCOT,136,69005,LYON,France,,,,,Etablissement de Soins Longue Durée,public,,472168001,,,06/03/2020,16/04/2020,,3915360,2529139
HOPITAL FEMME MERE ENFANT - HOSPICES CIVILS DE LYON,,BOULEVARD PINEL,59,69677,BRON,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,825082569,,,06/03/2020,16/04/2020,,3923736,2528674
HJ ADULTES CHAMPAGNE AU MONT D'OR,,AVENUE DE MONTLOUIS,1,69410,CHAMPAGNE AU MONT D OR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,3915417,2535044
HDJ & CMP & CATTP DE TASSIN-LA-DEMI-LUNE - ARHM,,AVENUE GENERAL BROSSET,3,69160,TASSIN LA DEMI LUNE,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,private,,,,,06/03/2020,16/04/2020,,3914450,2530428
CLINIQUE IRIS - SAINT-PRIEST,,RUE ANDRE LWOFF LE CHAMP DU PONT,25,69800,ST PRIEST,France,,,,,Etablissement de santé privé autorisé en SSR,,,472285690,,,06/03/2020,16/04/2020,,3925720,2524952
INSTITUT D'HEMATOLOGIE ET ONCOLOGIE PEDIATRIQUE - HCL,,PLACE JOSEPH RENAUT,1,69008,LYON,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,469166550,,,06/03/2020,16/04/2020,,3922108,2527939
HDJ ENFANTS LE FIL D'ARIANE VAULX EN VELIN,,RUE ROBERT DESNOS,15,69120,VAULX EN VELIN,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,3926332,2531604
HOPITAL PRIVE NATECIA,,AVENUE ROCKEFELLER,22,69008,LYON,France,,,,,Etablissement de Soins Pluridisciplinaire,,,826969999,,,06/03/2020,16/04/2020,,3922618,2528042
PHARMACIE CENTRALE - HOSPICES CIVILS DE LYON,,RUE F DARCIEUX,57,69230,ST GENIS LAVAL,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,478863390,,,06/03/2020,16/04/2020,,3916232,2523562
CLINIQUE DU PARC LYON,,BOULEVARD STALINGRAD,155,69006,LYON,France,,,,,Etablissement de Soins Chirurgicaux,,,826390006,,,06/03/2020,16/04/2020,,3920981,2531495
HOPITAL PRIVE JEAN MERMOZ,,AVENUE JEAN MERMOZ,55,69008,LYON,France,,,,,Etablissement de Soins Pluridisciplinaire,,,826306969,,,06/03/2020,16/04/2020,,3921994,2527299
HOPITAL DE JOUR ADULTES NANSEN DECINES,,RUE NANSEN,21,69150,DECINES CHARPIEU,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,,,,06/03/2020,16/04/2020,,3927570,2530945
CLINIQUE IRIS - LYON 8EME,,RUE MARYSE BASTIE,63B,69008,LYON,France,,,,,Etablissement de santé privé autorisé en SSR,,,437903100,,,06/03/2020,16/04/2020,,3921851,2527423
ENDO LYON SUD OUEST,,AVENUE DE VERDUN,5,69540,IRIGNY,France,,,,,Etablissement de Soins Médicaux,,,472666700,,,06/03/2020,16/04/2020,,3917521,2522490
HOSPICES CIVILS DE LYON - SIEGE,,QU DES CELESTINS,3,69002,LYON,France,,,,,Centre Hospitalier Régional (C.H.R.),public,,472407240,,,06/03/2020,16/04/2020,,3918732,2530432
CLINIQUE LA MAJOLANE,,RUE FREDERIC DUGOUJON,3,69330,MEYZIEU,France,,,,,Etablissement de santé privé autorisé en SSR,,,,,,06/03/2020,16/04/2020,,3931881,2530621
SSR LES LILAS BLEUS,,AVENUE BERTHELOT,111,69007,LYON,France,,,,,Etablissement de santé privé autorisé en SSR,,,437655030,,,06/03/2020,16/04/2020,,3919826,2528463
SCE DE RÉADAPT DES DÉFICIENTS VISUELS,,RUE SAINT SIMON,12,69009,LYON,France,,,,,Etablissement de santé privé autorisé en SSR,private,,472732210,,,06/03/2020,16/04/2020,,3916295,2532667
