Novads/republikas pilsēta,Iestādes reģistrācijas Nr.,Iestādes nosaukums,Pakļautība,Iestādes veids,Iestādes tips,Tālrunis,E-pasts,Adrese,Direktors,Bērnu skaits vecumā līdz 5 gadu vecumam,Bērnu skaits vecumā 5 gadi un vairāk
RĪGA,3601902036,Rīgas 259. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848282, 67848280, 67848281",r259pii@riga.lv,"JĀŅA GRESTES IELA 3, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1021",MARINA TIBILOVA,140,92
RĪGA,3601902041,Rīgas 266. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848382, 67848384",r266pii@riga.lv,"PĻAVNIEKU IELA 4, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1021",KRISTĪNE INDERSONE,128,108
RĪGA,3601902043,Rīgas 225. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848431, 67848432, 67848430,  26156621, 22013577",r225pii@riga.lv,"IKŠĶILES IELA 10, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1057",JANA PRIEDE,110,79
RĪGA,3601902071,Rīgas 254. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848376, 26192583, 67848377",r254pii@riga.lv,"AKADĒMIĶA MSTISLAVA KELDIŠA IELA 4, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1082",SILVIJA LIGERE,147,73
RĪGA,3601902086,Rīgas 7. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848389, 67848390",r7pii@riga.lv,"LUDZAS IELA 30, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1003",VERA MATROSE,42,28
RĪGA,3601902501,"Rīgas pirmsskolas izglītības iestāde ""Māra""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848549, 67848548, 67848547",rpiimara@riga.lv,"SESKU IELA 33B, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1082",ILZE KALNIŅA,112,116
RĪGA,3601902600,"Rīgas pirmsskolas izglītības iestāde ""Mārdega""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848211, 67848212, 67848213",mardega@riga.lv,"TALLINAS IELA 64, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1009",SOLVITA CERIŅA,43,37
RĪGA,3601902847,"Rīgas pirmsskolas izglītības iestāde ""Rotaļa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67037105, 67037106",rotala@riga.lv,"LAUKU IELA 2B, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1009",GUNA VALDONE,47,36
RĪGA,3601903025,Rīgas Ziedoņdārza pirmsskola,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848180, 67848289, 67848179, 67848291",piizied@riga.lv,"MATĪSA IELA 75, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1009",JAUTRĪTE GLAUDIŅA,68,69
RĪGA,3601903026,"Rīgas pirmsskolas izglītības iestāde ""Jumis""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848245, 67848244, 67848780",piijumis@riga.lv,"JAUNROZES IELA 12, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1035",ALEKSANDRA BULDURE,184,134
RĪGA,3601903392,Rīgas 146. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848336, 67848335, 67848334",r146pii@riga.lv,"LĪKSNAS IELA 27, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1003",JŪLIJA IGNAŠOVA,25,30
RĪGA,3601903395,"Rīgas pirmsskolas izglītības iestāde ""Dzintariņš""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848429, 67848428, 67848427, 67848805",rpiidzin@riga.lv,"IKŠĶILES IELA 12, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1057",ILONA VINDAVA,18,48
RĪGA,3601903399,"Rīgas pirmsskolas izglītības iestāde ""Zilbīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848417,rpiizilb@riga.lv,"MALNAVAS IELA 4, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1057",INETA ŠKOĻŅIKOVA,39,64
RĪGA,3601903401,"Rīgas pirmsskolas izglītības iestāde ""Saulespuķe""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848571,rpiisaul@riga.lv,"MASKAVAS IELA 289, LATGALES PRIEKŠPILSĒTA, RĪGA, LV-1063",LĀSMA JUHŅEVIČA,24,47
RĪGA,3701802133,"Privātā pirmsskolas izglītības iestāde ""Knābis""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"29276842, 22080771",knabis@knabis.lv,"BRĪVĪBAS GATVE 221, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",,36,28
RĪGA,3701802442,"Pirmsskolas izglītības iestāde ""Aivija""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67524597,viktorija.viktorija@inbox.lv,"SALAMANDRAS IELA 4, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024",VIKTORIJA URBĀNE,67,24
RĪGA,3701802636,"Privātā pirmsskolas izglītības iestāde ""Rūķu nams""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26516524,sigitadrozdova@inbox.lv,"UMURGAS IELA 18, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1028",SIGITA DROZDOVA,11,2
RĪGA,3701802639,"Privātā pirmsskolas izglītības iestāde ""Pētnieku darbnīca""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29491639,info@petniekudarbnica.lv,"DZIRNUPES IELA 3, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024",,32,39
RĪGA,3701802690,"Privātā pirmsskolas izglītības iestāde ""Lotte""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26685506,info@lotte.lv,"BIĶERNIEKU IELA 33A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",IVETA PUDĀNE,60,16
RĪGA,3701802700,"Privātā pirmsskolas izglītības iestāde ""Lāsīte""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29585957.2772922,info.lasite@inbox.lv,"PĪĻU IELA 1, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",ASJA VANAGA,70,17
RĪGA,3701802709,"Privātā pirmsskolas izglītības iestāde ""Pūcīte""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,2915544467565600,info@pucite.lv,"RAUNAS IELA 32 - 1, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",EVIJA LUKSE,28,10
RĪGA,3701802719,"Privātā pirmsskolas izglītības iestāde ""Starptautiskā Montesori pirmsskola Rīgele""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29197303,bcrigele@gmail.com,"DZELZAVAS IELA 81 - 38, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",,31,18
RĪGA,3701802730,"Privātā pirmsskolas izglītības iestāde ""Kamoliņš""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,25901178,info@rotalunams.lv,"ĀRAIŠU IELA 37, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",SANITA KĻAVIŅA,55,0
RĪGA,3701802734,"Privātā pirmsskolas izglītības iestāde ""Panda""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,25440504,bernudarzspanda@inbox.lv,"AINAVAS IELA 4, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",INETA STROŽA,83,0
RĪGA,3701802741,"Privātā pirmsskolas izglītības iestāde ""Maziņš kā jūra""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26802248,skolmeistars@gmail.com,"LIELIRBES IELA 13 - 4, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1046",LAIMA DREIMANE-ZVILNA,31,15
RĪGA,3701802764,"Privātā pirmsskolas izglītības iestāde ""REZIDENCE LAUMIŅA""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"29427212, 26729254",info@lauminas-rezidence.lv,"BĀKŪŽU IELA 6, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024",ITA GRAŽULE,122,8
RĪGA,3701802775,"Privātā pirmsskolas izglītības iestāde ""Prosum""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67714087,daubure@prosum.lv,"AINAVAS IELA 4, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",,81,43
RĪGA,3701802810,"Privātā pirmsskolas izglītības iestāde ""Mazulītis""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"25440504, 26436182",ppiimazulitis@inbox.lv,"ŪNIJAS IELA 54, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1048",MĀRA NIEDRA,14,0
RĪGA,3701802845,"Privātā pirmsskolas izglītības iestāde ""Laimes lācis""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,22827843,ppii.laimeslacis@inbox.lv,"KRĒGERMUIŽAS IELA 2A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1063",KRISTĪNE LOPESA-PUIGROSA,183,74
RĪGA,3701802856,"Privātā pirmsskolas izglītības iestāde ""Skola mazajiem Poga""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26596468,info@skolapoga.lv,"BRĪVĪBAS GATVE 356a - 35, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006",INESE GASPARE,29,19
RĪGA,3701802859,"Privātā pirmsskola ""CreaKids""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29102425  67561231,info@creakids.lv,"KASTRĀNES IELA 5A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",DAINA KĀJIŅA,236,132
RĪGA,3701802909,"Privātā pirmsskolas izglītības iestāde ""Brīnumpupa""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20364463,brinumpupa@gmail.com,"VĪLANDES IELA 14 - 1, ZIEMEĻU RAJONS, RĪGA, LV-1010",GUNTA MEDNE,12,22
RĪGA,3701802934,"Privātā pirmsskolas izglītības iestāde ""First step""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"27753060, 27759760",info@firststep.lv,"ROPAŽU IELA 41 - 15, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006",GITA MUSIJENKO,33,0
RĪGA,3701802958,"Privātā pirmsskolas izglītības iestāde ""Augsim""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20616011,info@augsim.lv,"BAZNĪCAS IELA 8 - 4, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1010",INGA ZAVAĻNAJA,24,0
RĪGA,3701803011,"Privātā pirmsskolas izglītības iestāde ""Mazie stārķēni""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29795741,bambinito85@tvnet.lv,"KAIVAS IELA 50 k-1 - 130D, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1021",LAIMA SARDIKO,21,0
RĪGA,3701803015,"Privātā pirmsskolas izglītības iestāde ""Montessori bērnu attīstības centrs ""Nākotnes māja""""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29518846,nakotnesmaja@gmail.com,"KRIŠJĀŅA VALDEMĀRA IELA 72A - 12, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",SANDRA HAĻČICKA,15,13
RĪGA,3701803018,"Privātā pirmsskolas izglītības iestāde ""Motek""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29800365,motek@motek.lv,"MIERA IELA 64, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",LITA VASKĀNE,32,21
RĪGA,3701803030,"Privātā pirmsskolas izglītības iestāde ""Dudiņdārzs""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,28339685,dudindarzs@inbox.lv,"GUSTAVA ZEMGALA GATVE 74A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",ZANDA GARNIZONE,81,19
RĪGA,3701803076,"Privātā pirmsskolas izglītības iestāde ""Mazais Princis""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,20260269,aivars.strautins@inbox.lv,"BIĶERNIEKU IELA 33A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",EVIJA KRONBERGA,32,25
RĪGA,3701803089,"Privātā pirmsskolas izglītības iestāde ""Pūcēnu skola""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,25126526,pucenuskola@inbox.lv,"ROPAŽU IELA 41 - 15, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006",GITA MUSIJENKO,10,0
RĪGA,3701803204,"Privātā pirmsskolas izglītības iestāde ""Krabītis""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,27270200,bernudarzskrabitis@krabitis.com,"RAUNAS IELA 54, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",ĪRIJA BĒRZIŅA,39,1
RĪGA,3701803262,"Privātā pirmsskolas izglītības iestāde ""Dūjiņa""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"26436182, 25901178",info@dujina.lv,"ŪNIJAS IELA 54, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",MĀRA NIEDRA,20,0
RĪGA,3701803266,"Privātā pirmsskolas izglītības iestāde ""Žubīte Žū""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,29154941,zubite2018@inbox.lv,"ĒVALDA VALTERA IELA 46 - 58, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1021",MĀRĪTE MAZDRĒVICA,21,0
RĪGA,3701803302,"Privātā pirmsskolas izglītības iestāde ""Mūsu Poga""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,37126495748,kristine.skolapoga@gmail.com,"ŪNIJAS IELA 5 - 1, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",KRISTĪNE APSE,80,38
RĪGA,3701803335,Privātā pirmsskolas izglītības iestāde ABC pasaka,Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,22887878,abc.pasaka@inbox.lv,"VELDRES IELA 9 - 57, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1064",,15,0
RĪGA,3701901523,Rīgas 213. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848358,r213pii@riga.lv,"VESETAS IELA 11, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",LIENE JURGENBERGA,71,93
RĪGA,3701901604,Rīgas 233. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848346, 25435399 ",r233pii@riga.lv,"MADONAS IELA 24B, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",INTA ZARIŅA,127,83
RĪGA,3701901671,Rīgas 243. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848565, 67848566, 67848567, 67848781",r243pii@riga.lv,"SAKTAS IELA 3A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1035",IRINA STROGONOVA,97,110
RĪGA,3701901683,Rīgas 74. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848181, 67848183",r74pii@riga.lv,"JĀŅA DALIŅA IELA 6A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",NATAĻJA MAREŅECA,70,50
RĪGA,3701901687,Rīgas 126. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848230, 67848229, 67848231",r126pii@riga.lv,"ZEMGAĻU IELA 23B, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006",RITA KRAUJA,24,47
RĪGA,3701901695,Rīgas 182. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848175, 67848176, 67848177",r182pii@riga.lv,"DZELZAVAS IELA 17A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",INĀRA BUKOVSKA,150,185
RĪGA,3701901724,Rīgas 231. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848374,r231pii@riga.lv,"DZELZAVAS IELA 87, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",NATALIJA ORUPA,103,118
RĪGA,3701901726,Rīgas 167. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848564,r167pii@riga.lv,"RAUNAS IELA 43b, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",ARTA LEONOVIČA,50,65
RĪGA,3701901741,"Rīgas pirmsskolas izglītības iestāde ""Zīļuks""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848577, 67848578, 67848784",rpiiziluks@riga.lv,"HIPOKRĀTA IELA 25a, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1079",ANDRA LOČA,101,107
RĪGA,3701901775,Rīgas 148. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848185, 67848186, 67848184",r148pii@riga.lv,"TOMSONA IELA 18, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",MARUTA PRIEDE,26,43
RĪGA,3701901776,Rīgas 221. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"25426973, 67848189, 67848188, 67848187",r221pii@riga.lv,"KAZARMU IELA 1a, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",INGA KORULE,34,77
RĪGA,3701901777,Rīgas 252. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848575,r252pii@riga.lv,"PURVCIEMA IELA 32, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1035",GAĻINA RJUMINA,96,140
RĪGA,3701901778,Rīgas 273. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848379, 67848380, 67848381",r273pii@riga.lv,"ILŪKSTES IELA 101 k-4, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1082",SVETLANA LUGOVAJA,99,126
RĪGA,3701901825,"Rīgas 236. pirmsskolas izglītības iestāde ""Eglīte""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848558, 67848557, 67848556",rpiiegli@riga.lv,"BIĶERNIEKU IELA 47A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1039",LUDMILA LINKEVIČA-ČERŅAVSKA,59,60
RĪGA,3701901826,Rīgas 154. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848296, 67848295",r154pii@riga.lv,"ANDROMEDAS GATVE 3, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",LITA SALMIŅA,122,92
RĪGA,3701901846,Rīgas 112. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"25434453, 67848236, 67848235",r112pii@riga.lv,"BRĪVĪBAS GATVE 363A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024",JEĻENA ZAGAINOVA,48,33
RĪGA,3701901851,Rīgas 66. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848355, 67848356, 67848357",r66pii@riga.lv,"VESETAS IELA 13, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",NATALIA SAVVINA,129,93
RĪGA,3701901852,Rīgas 106. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848343,67848344,67848345",r106pii@riga.lv,"ŪNIJAS IELA 83, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",ILZE GRABE-SAUTA,89,117
RĪGA,3701901853,Rīgas 59. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848352, 67848353, 67848354, 25430369, 26168511",r59pii@riga.lv,"GROSTONAS IELA 4, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",ARETA MEŽULE,41,51
RĪGA,3701901854,Rīgas 49. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848349, 67848350, 67848351",r49pii@riga.lv,"GROSTONAS IELA 6, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1013",VINETA JONĪTE,111,97
RĪGA,3701901860,Rīgas 160. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848554, 6748553, 67848555, 25409130, 25410435",r160pii@riga.lv,"VANGAŽU IELA 40a, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024",DZINTRA KREICBERGA,65,55
RĪGA,3701901861,Rīgas 79. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848487,25425161, 67848488,25429215 67848489",r79pii@riga.lv,"KLIJĀNU IELA 17, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1012",BAIBA BITE-TIĻĻA,32,44
RĪGA,3701901872,Rīgas 152. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848698, 67037315, 67848326, 67848325, 67848327",r152pii@riga.lv,"JUGLAS IELA 1b, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1024",INGA BEĻAVSKA,116,93
RĪGA,3701901873,Rīgas 244. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848299, 26151348",r244pii@riga.lv,"MARSA GATVE 8, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1082",VAIRA BOGDANOVA,192,185
RĪGA,3701901874,"Rīgas 251. pirmsskolas izglītības iestāde ""Mežciems""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848321, 67848320, 67848319",rpiimezc@riga.lv,"MEŽCIEMA IELA 43A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1079",EVA FREIDENFELDE,85,103
RĪGA,3701901888,Rīgas 241. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848610, 67848611, 67848612, 67848783, 67848782",r241pii@riga.lv,"HIPOKRĀTA IELA 25, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1079",LARISA GADALOVA,90,120
RĪGA,3701901901,Rīgas 180. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848322,r180pii@riga.lv,"TEBRAS IELA 6A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1064",INNA ZINKEVIČA,88,101
RĪGA,3701901968,Rīgas 57. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848362, 67848363, 67848361",r57pii@riga.lv,"MAZĀ CAUNES IELA 3, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006",JEĻENA SADOVSKA,53,68
RĪGA,3701902021,Rīgas 61. pirmsskolas izglītības iestāde,Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67848340,r61pii@riga.lv,"VAIDAVAS IELA 11, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1084",VĒSMA SKRŪZKALNE,105,106
RĪGA,3701902598,"Rīgas pirmsskolas izglītības iestāde ""Dzilniņa""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848100, 67848515",rpiidzilnina@riga.lv,"DZILNAS IELA 20, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1021",DACE PUTĀNE,189,163
RĪGA,3701903398,"Rīgas pirmsskolas izglītības iestāde ""Teiksma""",Pašvaldība ,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,"67848560, 67848561, 67848559, 67848690",rpiiteik@riga.lv,"STŪRĪŠA IELA 16A, VIDZEMES PRIEKŠPILSĒTA, RĪGA, LV-1006",RITA SOLTUMA,15,33
RĪGA,3801801770,"Privātā pirmsskolas izglītības iestāde ""Teremoks""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,26181322,lborjajeva@inbox.lv,"SAULKALNES IELA 16A, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004",ĻUBOVA BORJAJEVA,14,17
RĪGA,3801801952,"Privātā pirmsskolas izglītības iestāde ""Varavīksne""",Juridiska vai fiziska persona,Pirmsskolas izglītības iestāde,Pirmsskolas izglītības iestāde,67617575,sauljumssia@gmail.com,"DĪĶA IELA 9, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004",VINETA SAULĪTE,70,50
